ip,app,device,os,channel,click_time,is_attributed
50982,8,1,22,145,2017-11-09 07:25:27,0
67407,12,1,13,326,2017-11-07 15:58:18,0
108651,9,1,19,134,2017-11-08 17:39:22,1
69034,10,1,13,377,2017-11-07 08:27:06,1
290643,19,0,24,213,2017-11-09 07:40:27,1
47810,15,1,3,386,2017-11-09 02:39:04,0
108153,10,1,13,377,2017-11-07 00:59:08,1
742,18,1,6,121,2017-11-07 11:31:06,0
114,12,1,9,259,2017-11-09 11:23:56,0
114878,3,1,15,211,2017-11-07 13:51:51,0
25041,15,1,19,245,2017-11-09 07:20:55,0
5348,19,0,24,213,2017-11-07 14:20:17,1
263511,35,1,13,274,2017-11-08 00:00:39,1
103162,12,1,13,340,2017-11-08 09:33:17,0
69694,2,1,19,212,2017-11-06 23:44:36,0
227055,35,1,19,274,2017-11-09 06:36:03,1
83695,32,1,19,376,2017-11-08 02:40:40,0
168899,35,1,19,21,2017-11-07 01:58:00,1
118183,19,30,0,213,2017-11-09 09:40:19,1
78829,19,6,29,213,2017-11-07 13:31:52,1
319043,29,1,13,101,2017-11-09 08:00:39,1
117524,35,1,19,21,2017-11-08 06:15:36,1
85482,14,1,15,480,2017-11-09 14:58:39,0
192099,9,1,35,466,2017-11-08 12:58:58,0
31723,35,1,19,21,2017-11-07 01:35:26,1
346541,19,0,24,333,2017-11-09 10:45:10,1
88781,62,1,19,21,2017-11-07 01:38:37,1
262122,19,0,24,347,2017-11-08 09:25:29,1
18520,1,1,13,135,2017-11-08 12:00:09,0
166696,19,220,21,333,2017-11-07 14:08:36,1
118744,14,1,22,442,2017-11-08 15:30:08,0
197530,19,0,21,213,2017-11-07 15:32:15,1
135257,19,0,0,213,2017-11-07 12:29:33,1
287626,19,0,0,213,2017-11-09 09:46:04,1
36257,3,1,13,280,2017-11-08 00:35:51,0
123572,14,1,10,118,2017-11-08 02:30:01,0
158448,3,1,37,442,2017-11-07 06:26:25,0
140093,1,1,10,125,2017-11-07 14:30:38,0
225140,45,1,49,5,2017-11-08 04:28:05,1
232932,19,0,21,213,2017-11-08 09:40:21,1
15686,9,1,19,466,2017-11-08 20:04:34,0
35335,19,0,21,213,2017-11-07 06:05:17,1
306197,19,0,21,213,2017-11-09 15:35:47,1
63080,9,1,13,232,2017-11-07 11:43:14,1
72357,15,1,17,315,2017-11-06 16:32:15,0
2711,9,1,22,448,2017-11-09 04:12:21,0
48240,2,1,19,237,2017-11-08 18:34:38,0
93230,18,1,12,121,2017-11-08 23:50:04,0
165594,9,1,19,450,2017-11-06 23:30:58,1
49442,9,1,19,127,2017-11-08 14:14:24,0
246279,3,1,13,442,2017-11-08 09:23:38,1
28584,18,1,22,107,2017-11-09 03:59:49,0
347352,19,0,21,213,2017-11-09 01:26:09,1
81356,2,1,18,469,2017-11-07 07:32:54,0
100084,35,1,19,21,2017-11-09 04:03:15,1
281204,5,1,9,113,2017-11-08 04:09:03,1
177059,20,1,13,478,2017-11-07 09:19:53,0
14551,64,1,13,459,2017-11-07 00:13:40,1
71808,47,1,37,484,2017-11-09 14:00:40,0
7699,6,1,13,125,2017-11-09 09:45:29,0
73214,9,1,13,215,2017-11-08 23:28:51,1
86466,2,1,25,435,2017-11-08 08:51:45,0
134269,29,1,13,343,2017-11-08 00:50:59,1
69088,9,1,13,466,2017-11-08 05:24:03,1
156022,66,1,13,101,2017-11-06 16:34:15,1
25129,35,1,19,21,2017-11-07 03:59:28,1
187214,10,1,37,113,2017-11-07 02:42:29,1
291702,72,1,3,101,2017-11-09 00:16:04,1
67924,2,1,13,477,2017-11-08 16:34:59,0
43057,3,1,15,115,2017-11-07 04:27:54,0
145934,3,1,8,115,2017-11-07 13:44:34,0
278338,35,1,25,274,2017-11-08 03:31:18,1
135052,12,1,10,178,2017-11-07 07:27:33,0
136576,45,1,17,5,2017-11-07 09:03:46,1
199254,19,109,29,213,2017-11-07 03:30:03,1
98348,19,0,21,213,2017-11-07 21:45:07,1
53454,25,1,18,259,2017-11-06 16:05:08,0
142366,3,1,37,280,2017-11-07 00:53:55,0
172881,10,1,23,113,2017-11-06 20:09:36,1
68702,35,1,19,21,2017-11-07 13:52:09,1
147957,29,1,19,343,2017-11-07 07:55:55,1
111708,2,1,19,205,2017-11-07 05:42:08,0
66258,3,1,10,280,2017-11-07 09:17:59,0
233993,10,1,32,113,2017-11-08 05:11:19,1
114678,13,1,13,477,2017-11-08 05:32:56,0
159199,12,1,15,265,2017-11-07 03:36:46,0
5314,3,1,19,135,2017-11-07 12:25:30,0
7574,9,1,19,244,2017-11-09 04:47:06,0
38725,9,1,3,442,2017-11-07 16:19:26,0
8531,14,1,13,442,2017-11-07 01:10:09,0
349310,5,1,41,377,2017-11-09 13:54:30,0
113524,9,1,9,466,2017-11-09 13:50:53,0
228215,29,1,19,213,2017-11-08 13:42:30,1
187498,29,1,15,213,2017-11-07 01:37:05,1
100677,14,1,19,416,2017-11-09 07:33:17,0
106460,18,1,13,134,2017-11-07 11:09:46,0
92735,29,1,41,343,2017-11-09 03:55:03,1
340701,19,0,50,213,2017-11-09 10:56:53,1
200068,128,1,15,243,2017-11-07 15:42:49,1
49600,29,1,19,213,2017-11-08 18:51:08,1
5314,15,1,13,245,2017-11-08 20:18:23,0
101495,35,1,13,21,2017-11-08 23:24:08,1
129476,2,1,22,237,2017-11-09 06:16:12,0
6416,12,1,13,409,2017-11-08 10:46:40,0
93021,1,1,17,115,2017-11-08 11:16:54,0
201367,2,1,16,219,2017-11-08 02:45:07,0
159657,19,203,24,213,2017-11-07 10:57:52,1
195885,2,1,40,452,2017-11-06 19:43:26,1
166160,14,1,15,401,2017-11-09 12:58:17,0
142684,29,1,13,343,2017-11-06 16:41:18,1
69034,19,0,0,347,2017-11-07 22:11:17,1
20165,15,1,15,245,2017-11-07 06:51:02,0
354474,19,0,29,213,2017-11-09 04:22:16,1
14236,1,1,9,153,2017-11-09 14:49:47,0
63787,1,1,19,153,2017-11-09 05:17:18,0
290270,19,415,24,213,2017-11-09 11:06:37,1
30804,29,1,23,213,2017-11-09 07:34:17,1
105416,7,1,8,101,2017-11-07 10:23:11,0
175324,19,0,0,213,2017-11-07 00:47:08,1
99872,3,1,19,280,2017-11-08 01:12:00,0
16464,23,1,19,153,2017-11-09 11:08:14,0
291171,27,1,37,280,2017-11-09 02:19:15,1
85844,9,1,19,489,2017-11-09 14:57:37,0
235163,45,1,43,465,2017-11-08 05:47:17,1
183006,9,1,19,445,2017-11-07 07:29:10,1
41471,15,1,18,245,2017-11-08 17:11:33,0
231315,14,1,41,379,2017-11-08 12:56:25,0
41576,8,1,26,145,2017-11-07 05:44:45,0
60453,35,1,19,21,2017-11-09 00:45:15,1
311160,19,0,38,213,2017-11-09 00:46:01,1
84896,12,2,17,178,2017-11-07 00:40:15,0
180067,10,1,43,113,2017-11-07 10:16:35,1
31382,3,1,9,280,2017-11-09 00:02:35,0
184771,18,1,22,121,2017-11-07 10:33:35,0
73516,13,1,19,477,2017-11-09 13:12:17,0
18058,3,1,13,280,2017-11-09 01:11:49,0
166268,29,1,19,213,2017-11-07 02:08:46,1
139490,21,1,19,128,2017-11-06 23:05:01,0
68391,35,1,19,21,2017-11-08 12:32:18,1
144897,12,1,19,481,2017-11-09 11:47:40,0
116935,15,1,19,140,2017-11-08 08:52:41,0
48570,35,1,19,274,2017-11-07 01:22:59,1
48676,1,1,20,125,2017-11-09 13:16:05,0
244479,35,1,13,21,2017-11-08 00:13:51,1
73200,21,1,13,128,2017-11-06 17:23:12,0
24965,9,1,19,232,2017-11-08 04:12:51,0
34284,6,1,13,459,2017-11-09 08:35:59,0
32526,35,1,37,274,2017-11-07 12:18:15,1
122998,3,1,15,424,2017-11-07 05:09:53,0
50244,21,1,13,128,2017-11-09 03:53:12,0
308110,5,1,18,113,2017-11-09 10:16:49,1
187651,35,1,19,21,2017-11-08 23:24:52,1
95766,2,1,6,477,2017-11-08 09:58:27,0
119289,19,0,50,213,2017-11-07 11:17:51,1
110102,29,1,10,101,2017-11-08 02:27:31,1
131008,18,1,12,107,2017-11-07 14:41:57,0
282933,18,1,13,439,2017-11-08 11:41:20,1
189733,18,1,14,107,2017-11-07 03:39:40,0
39166,10,1,13,113,2017-11-07 21:24:14,1
9816,11,1,13,487,2017-11-07 08:32:03,1
76012,15,1,19,140,2017-11-08 07:48:07,0
159204,35,1,8,274,2017-11-08 08:45:56,1
76540,2,1,19,477,2017-11-09 09:16:47,0
165433,12,1,13,178,2017-11-08 04:53:03,0
349265,5,1,47,113,2017-11-09 08:34:30,1
102772,3,1,19,137,2017-11-08 14:54:09,0
94336,3,1,13,135,2017-11-06 22:49:13,0
272145,19,0,21,213,2017-11-08 06:47:23,1
86897,15,1,18,245,2017-11-08 05:48:30,0
318340,72,1,13,101,2017-11-09 03:38:38,1
162506,72,1,17,101,2017-11-07 02:50:22,1
185798,29,1,19,101,2017-11-07 03:38:24,1
91820,27,1,43,153,2017-11-09 12:55:22,0
55142,11,1,13,469,2017-11-07 05:37:38,0
219557,19,56,24,333,2017-11-08 06:03:03,1
228825,29,1,41,213,2017-11-08 10:29:02,1
178880,29,1,17,213,2017-11-06 19:14:47,1
322207,19,188,29,282,2017-11-09 08:09:22,1
176137,25,1,19,259,2017-11-08 13:52:17,0
28479,2,1,8,237,2017-11-09 02:06:01,0
79182,1,1,37,101,2017-11-09 07:13:35,0
74967,60,1,16,21,2017-11-07 08:46:06,1
30865,43,1,22,330,2017-11-08 02:56:23,1
281210,19,21,24,333,2017-11-08 14:51:06,1
105649,15,1,13,480,2017-11-07 07:25:22,0
197093,13,1,6,477,2017-11-08 13:10:17,0
67636,14,1,11,349,2017-11-07 10:39:26,0
158781,14,1,19,463,2017-11-07 15:08:51,0
58026,19,6,29,213,2017-11-06 18:39:40,1
35862,10,1,13,317,2017-11-09 09:24:41,1
94427,2,1,19,219,2017-11-09 01:21:12,0
227800,10,1,61,113,2017-11-08 10:24:29,1
197770,19,0,59,213,2017-11-07 06:58:38,1
363904,29,1,19,213,2017-11-09 01:58:34,1
306687,72,1,19,101,2017-11-09 12:11:48,1
297762,19,1143,24,333,2017-11-09 15:01:53,1
10314,18,1,25,379,2017-11-09 06:54:42,0
184770,3,1,20,137,2017-11-07 08:06:07,1
276224,10,1,11,113,2017-11-08 05:08:15,1
73516,19,0,24,213,2017-11-09 13:54:47,1
79271,20,1,19,478,2017-11-09 03:54:52,0
292598,19,0,0,213,2017-11-09 10:22:37,1
198805,10,1,13,203,2017-11-07 12:12:44,1
74247,3,1,13,205,2017-11-08 12:25:13,0
1372,15,1,13,245,2017-11-08 16:34:53,0
8954,18,1,35,107,2017-11-07 05:13:14,0
42945,2,1,13,236,2017-11-08 05:07:23,0
109620,61,1,22,21,2017-11-09 09:01:10,0
76989,9,1,10,215,2017-11-09 15:13:02,0
146208,2,1,13,237,2017-11-08 06:06:10,0
220127,19,641,29,213,2017-11-07 16:45:39,1
307542,2,1,27,477,2017-11-08 18:09:08,0
361104,5,1,4,113,2017-11-09 09:33:12,1
81550,3,1,13,280,2017-11-07 01:26:19,0
349579,19,0,24,213,2017-11-09 13:51:36,1
49887,2,1,19,469,2017-11-07 04:19:56,0
331002,19,6,29,213,2017-11-08 22:13:27,1
185825,5,1,11,113,2017-11-07 15:37:50,1
1439,1,1,22,135,2017-11-09 01:13:25,1
45029,11,1,19,319,2017-11-08 02:05:07,0
20216,10,1,32,113,2017-11-09 05:00:54,1
93739,18,1,19,121,2017-11-07 11:54:11,0
96508,18,1,13,376,2017-11-07 13:29:22,0
150280,15,1,25,245,2017-11-07 16:40:30,0
68891,18,1,19,439,2017-11-09 03:20:06,0
356236,19,0,24,213,2017-11-09 10:15:40,1
89625,3,1,16,280,2017-11-08 03:27:06,0
217203,72,1,8,101,2017-11-08 11:26:26,1
70132,18,1,6,134,2017-11-08 11:12:56,0
3994,20,1,13,478,2017-11-09 12:43:52,1
72253,3,1,16,280,2017-11-08 11:31:29,0
231620,19,0,0,347,2017-11-08 10:39:00,1
302457,10,1,27,113,2017-11-09 06:44:34,1
5524,22,1,13,496,2017-11-07 02:05:22,0
123803,29,1,18,343,2017-11-08 01:55:06,1
63051,23,1,19,153,2017-11-07 15:40:18,0
130833,35,1,18,274,2017-11-07 00:10:22,1
98207,35,1,13,21,2017-11-07 02:15:16,1
27473,2,1,13,452,2017-11-07 07:09:39,0
302239,19,3867,0,333,2017-11-09 12:30:37,1
160230,5,1,36,113,2017-11-07 08:45:57,1
25009,10,1,22,377,2017-11-07 16:52:45,0
53526,2,1,8,212,2017-11-07 01:15:50,0
7059,12,1,19,259,2017-11-07 16:57:17,0
344456,10,1,30,113,2017-11-09 12:28:46,1
190562,14,1,9,134,2017-11-08 07:32:08,0
10035,35,1,13,274,2017-11-07 11:48:14,1
77318,14,1,15,489,2017-11-07 05:21:11,0
11889,21,1,36,232,2017-11-07 15:13:48,0
72986,13,1,13,400,2017-11-07 09:00:30,0
41399,18,1,13,439,2017-11-08 04:21:06,0
53408,19,0,24,213,2017-11-07 03:49:16,1
29467,3,1,13,280,2017-11-08 07:44:21,0
211003,35,1,19,274,2017-11-07 07:26:16,1
44899,18,1,17,107,2017-11-08 05:55:14,0
52225,15,1,19,386,2017-11-09 03:01:22,0
81372,2,1,19,122,2017-11-09 14:45:45,0
275804,5,1,36,113,2017-11-08 04:12:26,1
144704,3,1,13,424,2017-11-08 07:42:20,0
4716,3,1,13,280,2017-11-08 16:11:57,0
106887,9,1,25,442,2017-11-07 06:07:11,0
94135,15,1,13,140,2017-11-07 07:43:39,0
14737,29,1,13,213,2017-11-09 11:40:49,1
176556,10,1,47,113,2017-11-07 03:17:26,1
4052,9,2,13,134,2017-11-08 16:39:42,0
93021,9,2,9,442,2017-11-09 00:13:13,0
106904,19,0,21,213,2017-11-07 09:01:44,1
44725,2,1,17,477,2017-11-06 16:09:43,0
315536,2,1,19,213,2017-11-08 22:48:02,1
15609,3,1,25,480,2017-11-08 03:54:42,0
118578,155,1,19,213,2017-11-09 10:54:23,1
73610,18,1,19,107,2017-11-09 13:09:40,0
159329,3,1,15,480,2017-11-07 14:37:14,0
92183,35,1,18,21,2017-11-08 03:34:57,1
12505,2,1,47,205,2017-11-06 20:22:18,0
215468,35,1,19,21,2017-11-09 03:15:41,1
114397,19,264,38,213,2017-11-07 05:00:58,1
103739,18,1,13,107,2017-11-08 10:43:38,1
7022,9,1,13,234,2017-11-07 23:13:31,1
122140,35,1,19,274,2017-11-07 11:27:17,1
64464,12,1,4,497,2017-11-08 00:42:27,0
49383,12,1,31,245,2017-11-07 04:08:45,0
273146,103,1,19,498,2017-11-08 12:34:31,1
122703,19,0,0,213,2017-11-09 14:10:36,1
71099,14,1,13,134,2017-11-07 01:12:15,0
35817,35,1,19,274,2017-11-07 11:06:35,1
188049,3,1,6,19,2017-11-09 15:34:14,0
83639,32,1,19,376,2017-11-07 05:47:55,1
54157,65,1,15,317,2017-11-07 00:46:40,1
68988,3,1,19,379,2017-11-07 23:41:29,0
171619,10,1,11,113,2017-11-07 06:14:39,1
362382,29,1,12,213,2017-11-08 18:05:25,1
15195,3,1,4,114,2017-11-09 04:14:39,1
193465,1,1,13,125,2017-11-08 02:00:47,0
277869,19,6,29,213,2017-11-08 12:48:53,1
58493,35,1,35,21,2017-11-08 05:48:20,1
85107,20,1,13,259,2017-11-06 17:11:35,0
64555,12,1,18,105,2017-11-09 12:11:23,0
145820,37,1,22,213,2017-11-06 16:59:02,1
70656,15,1,8,130,2017-11-07 13:39:12,0
192613,29,1,19,213,2017-11-07 04:49:09,1
28943,3,1,13,137,2017-11-09 14:14:14,0
294888,19,0,0,347,2017-11-09 09:52:58,1
52019,19,461,84,347,2017-11-08 13:02:20,1
178873,29,1,13,213,2017-11-08 10:20:22,1
69490,83,203,24,320,2017-11-07 04:17:10,1
70265,15,1,15,245,2017-11-08 17:36:31,0
91360,18,1,3,107,2017-11-07 18:20:09,0
5348,8,1,9,145,2017-11-07 11:42:20,1
31158,18,1,6,376,2017-11-09 06:02:28,0
351706,19,7,24,213,2017-11-09 15:20:06,1
247585,19,0,24,333,2017-11-08 05:01:46,1
344839,19,0,24,347,2017-11-09 09:38:28,1
97716,12,1,17,265,2017-11-07 15:14:38,0
4573,14,1,15,134,2017-11-07 03:03:32,0
14074,26,1,19,121,2017-11-07 08:48:52,0
241725,2,1,13,477,2017-11-08 16:16:04,0
111188,2,1,19,377,2017-11-07 04:12:27,0
124459,20,1,19,478,2017-11-09 03:45:51,1
82129,12,1,18,265,2017-11-06 16:21:33,0
8848,35,1,19,274,2017-11-09 12:01:14,1
45308,19,0,0,213,2017-11-09 13:18:55,1
73516,11,1,19,319,2017-11-07 04:54:42,1
66240,2,1,13,212,2017-11-09 15:55:39,0
281833,11,1,53,330,2017-11-08 13:37:46,1
120822,11,1,19,319,2017-11-08 06:00:55,1
112341,10,1,19,317,2017-11-08 01:45:40,1
30991,18,1,19,121,2017-11-09 05:25:31,0
328385,19,0,24,213,2017-11-09 03:48:55,1
336903,116,1,35,101,2017-11-09 04:30:13,1
90068,12,1,16,409,2017-11-07 01:52:40,0
17282,35,1,19,274,2017-11-07 02:44:44,1
196727,9,1,13,334,2017-11-08 06:24:39,0
8397,13,1,37,477,2017-11-07 12:38:38,0
146420,79,1,17,213,2017-11-07 03:36:35,1
29752,3,1,19,280,2017-11-09 06:15:52,0
105649,3,1,20,280,2017-11-08 11:11:19,0
19931,3,1,19,280,2017-11-08 03:52:39,0
137052,20,1,13,259,2017-11-07 02:28:47,0
48697,13,1,19,477,2017-11-08 01:23:32,0
18270,3,1,13,280,2017-11-08 04:48:18,0
166077,19,396,24,213,2017-11-07 04:32:24,1
106426,1,1,9,135,2017-11-07 04:05:55,0
246870,10,1,27,113,2017-11-08 14:25:29,1
206630,19,78,0,213,2017-11-07 12:25:02,1
68062,9,1,15,118,2017-11-07 03:12:53,0
22758,14,1,17,442,2017-11-09 12:09:01,0
141722,19,0,24,347,2017-11-09 00:26:20,1
67611,15,1,19,245,2017-11-07 22:16:37,0
89191,35,1,19,274,2017-11-08 09:01:07,1
75595,1,1,19,125,2017-11-07 15:59:39,0
362573,29,1,20,213,2017-11-09 06:52:20,1
88702,11,1,15,219,2017-11-08 16:37:10,1
38265,19,0,24,213,2017-11-08 12:25:20,1
24943,72,1,19,101,2017-11-06 23:29:26,1
48240,11,1,13,122,2017-11-06 23:41:41,0
233514,19,165,24,213,2017-11-08 11:20:41,0
66313,12,1,13,409,2017-11-09 03:38:15,0
137509,35,1,18,21,2017-11-09 06:59:19,1
18804,19,0,0,213,2017-11-07 14:58:30,1
329822,19,382,38,213,2017-11-09 12:08:30,1
141622,19,0,21,213,2017-11-07 02:48:40,1
3279,52,1,19,379,2017-11-08 06:43:54,1
155186,5,1,7,113,2017-11-07 04:49:12,1
87143,12,1,22,265,2017-11-07 00:07:29,0
32863,8,1,13,145,2017-11-08 08:16:20,1
51864,3,1,19,153,2017-11-08 10:18:16,0
5633,50,0,21,213,2017-11-07 00:40:29,1
101455,1,1,19,17,2017-11-07 16:37:54,0
300351,29,1,15,347,2017-11-09 06:30:55,1
52322,9,1,16,334,2017-11-09 01:45:12,1
80225,9,1,19,134,2017-11-09 00:02:52,0
77310,29,1,13,213,2017-11-07 13:26:59,1
158515,26,1,13,266,2017-11-09 11:50:49,0
310411,29,1,8,213,2017-11-09 11:26:28,1
119202,3,1,47,137,2017-11-07 11:40:38,0
294461,39,1,13,213,2017-11-09 01:51:58,1
273970,10,1,61,113,2017-11-09 01:49:20,1
8179,13,1,19,469,2017-11-08 16:01:30,0
71687,9,1,17,134,2017-11-06 16:43:41,0
73487,3,1,19,153,2017-11-08 23:24:27,0
106043,20,1,20,259,2017-11-07 01:02:06,0
101371,3,1,13,280,2017-11-08 01:41:58,0
271929,29,1,41,213,2017-11-08 15:31:48,1
276255,34,1,19,243,2017-11-08 00:46:53,1
122042,2,1,6,477,2017-11-08 07:50:46,0
96388,19,97,24,213,2017-11-09 00:34:23,1
340620,121,1,19,203,2017-11-09 13:22:45,1
128120,18,1,13,134,2017-11-07 17:49:06,0
2858,3,1,30,466,2017-11-07 15:04:36,0
312836,19,6,29,213,2017-11-09 10:15:13,1
55979,2,1,19,122,2017-11-08 13:54:56,0
41273,14,1,9,356,2017-11-08 10:38:28,0
264624,19,0,24,268,2017-11-07 21:05:55,1
5314,21,1,18,232,2017-11-09 10:09:01,0
185331,19,0,29,213,2017-11-07 12:12:27,1
89520,14,1,57,224,2017-11-09 04:11:22,0
66176,12,2,13,259,2017-11-07 15:45:40,0
12491,35,1,18,21,2017-11-08 01:33:18,1
304314,19,0,0,213,2017-11-08 16:16:05,1
14591,15,2,26,3,2017-11-06 19:35:53,0
36210,11,1,19,319,2017-11-07 23:42:54,1
100251,32,1,19,376,2017-11-08 03:05:01,1
306160,19,37,21,213,2017-11-09 13:41:21,1
108015,315,1,19,110,2017-11-07 05:06:37,1
95178,35,1,13,274,2017-11-07 05:22:47,1
81599,5,1,47,113,2017-11-07 07:05:53,1
118252,11,1,13,137,2017-11-08 10:22:58,0
171263,9,1,19,232,2017-11-07 04:02:47,1
77825,20,1,19,259,2017-11-07 23:29:20,1
73487,12,2,19,265,2017-11-07 09:14:17,0
228002,34,1,46,243,2017-11-08 09:15:17,1
234759,45,1,30,419,2017-11-08 08:11:00,1
49092,22,1,8,116,2017-11-08 19:54:08,1
8876,29,1,13,213,2017-11-08 20:36:13,1
318394,12,1,40,328,2017-11-08 16:48:21,1
94059,3,1,18,280,2017-11-07 00:34:53,0
48240,3,1,13,19,2017-11-09 12:44:15,0
334345,45,1,61,419,2017-11-09 08:42:24,1
101929,2,1,13,236,2017-11-08 02:56:37,0
179817,29,1,13,213,2017-11-07 13:12:32,1
96751,18,1,17,107,2017-11-09 00:43:47,0
252965,15,1,19,386,2017-11-07 16:11:32,0
143092,236,1,6,213,2017-11-07 05:13:41,1
163723,12,1,13,178,2017-11-07 22:31:48,0
71705,15,1,19,245,2017-11-08 03:39:55,0
241186,72,1,13,101,2017-11-08 07:06:21,1
48170,7,1,25,101,2017-11-09 11:46:11,0
256229,3,1,16,409,2017-11-08 03:20:50,0
5314,3,1,13,19,2017-11-08 13:35:11,1
80163,3,1,19,379,2017-11-06 20:23:22,0
107643,32,1,13,376,2017-11-09 10:09:48,1
281036,10,1,10,113,2017-11-07 22:16:22,1
212583,19,30,0,213,2017-11-07 08:01:30,1
185334,19,0,0,213,2017-11-07 09:39:50,1
121648,14,1,22,113,2017-11-09 15:52:08,0
39135,13,1,6,400,2017-11-08 09:33:24,0
122412,9,1,19,134,2017-11-07 00:10:38,0
3219,35,1,9,21,2017-11-06 16:20:59,1
13982,10,1,61,113,2017-11-09 05:08:31,1
26522,14,1,15,401,2017-11-07 18:54:11,0
282824,19,356,21,213,2017-11-08 04:52:20,1
297109,15,1,32,386,2017-11-09 00:31:30,0
73124,29,2,9,347,2017-11-09 07:53:32,1
76444,15,1,6,245,2017-11-07 04:53:14,0
79892,19,16,0,213,2017-11-07 06:02:46,1
178298,15,1,19,386,2017-11-08 05:22:11,0
6395,3,1,15,280,2017-11-08 16:03:55,0
15983,14,1,6,134,2017-11-06 16:43:10,0
160881,19,0,24,347,2017-11-07 03:51:30,1
25272,12,1,14,105,2017-11-07 09:15:28,0
121848,8,2,9,140,2017-11-07 12:55:34,0
78423,50,0,24,213,2017-11-09 02:50:42,1
198712,10,1,61,113,2017-11-07 01:32:33,1
262984,155,1,19,213,2017-11-08 15:37:38,1
186800,10,1,32,113,2017-11-07 12:48:58,1
148446,9,1,22,244,2017-11-07 12:20:14,1
43686,3,1,17,280,2017-11-09 01:12:01,0
34980,3,1,13,409,2017-11-07 01:05:20,0
84661,14,1,23,489,2017-11-08 06:58:01,0
140008,19,67,24,333,2017-11-07 15:00:31,1
80605,14,1,19,442,2017-11-08 13:53:15,0
271126,2,1,25,205,2017-11-07 17:18:00,0
118562,18,1,13,134,2017-11-08 23:49:01,0
56894,18,1,13,107,2017-11-08 15:12:22,0
312695,3,1,13,280,2017-11-09 01:02:42,0
120986,3,1,19,424,2017-11-07 14:51:37,0
37283,3,1,3,409,2017-11-08 12:36:16,0
125305,64,1,13,459,2017-11-08 03:29:17,0
40705,9,1,19,334,2017-11-06 22:28:42,0
106035,12,1,19,242,2017-11-09 13:43:56,0
363243,108,1,19,243,2017-11-09 03:43:22,1
101868,19,0,38,347,2017-11-09 08:24:27,1
139765,3,1,19,280,2017-11-09 05:39:25,0
8994,27,1,17,153,2017-11-08 02:56:20,0
37948,19,0,21,347,2017-11-07 13:18:35,1
6204,35,1,17,21,2017-11-09 05:10:46,1
175291,112,3348,76,213,2017-11-07 10:21:03,1
174812,19,6,29,213,2017-11-07 03:51:33,1
307133,10,1,61,113,2017-11-09 06:23:18,1
37462,13,1,47,477,2017-11-08 16:59:49,0
168017,35,1,19,274,2017-11-07 06:40:20,1
19242,35,1,16,274,2017-11-06 18:49:43,1
220644,5,1,37,113,2017-11-08 06:04:27,1
154208,29,1,8,213,2017-11-07 13:08:28,1
275784,19,0,24,213,2017-11-08 03:20:08,1
126513,15,1,19,245,2017-11-06 16:57:58,0
265053,19,0,0,213,2017-11-08 15:42:16,1
71008,15,1,19,430,2017-11-06 16:54:26,0
208796,72,1,32,101,2017-11-07 14:00:23,1
37490,29,2,96,343,2017-11-08 09:23:03,0
307720,19,254,24,213,2017-11-09 12:52:47,1
29288,12,1,19,265,2017-11-08 03:19:37,0
105009,35,1,19,274,2017-11-07 09:13:35,1
88310,19,299,0,213,2017-11-07 03:11:49,1
100837,35,1,19,21,2017-11-08 03:30:49,1
15488,12,1,19,140,2017-11-07 09:06:09,0
124462,12,1,13,178,2017-11-07 09:58:34,0
13510,8,1,19,145,2017-11-07 07:35:20,0
74278,12,1,43,424,2017-11-08 18:36:59,0
166578,12,1,13,178,2017-11-07 05:25:58,0
133335,13,1,9,477,2017-11-07 03:44:15,0
26367,35,1,13,21,2017-11-08 01:55:09,1
280280,19,0,24,347,2017-11-08 18:21:42,1
90825,15,1,14,140,2017-11-08 05:18:42,0
77532,35,1,19,21,2017-11-07 03:07:58,1
130927,35,1,14,274,2017-11-07 10:50:43,1
24985,29,1,19,343,2017-11-09 11:45:20,1
48951,2,1,13,237,2017-11-09 11:49:25,0
296311,5,1,47,113,2017-11-09 08:39:51,1
283792,19,0,24,213,2017-11-08 12:41:46,1
273641,66,1,19,101,2017-11-08 09:26:20,1
73487,18,1,18,107,2017-11-09 02:51:12,0
93604,3,1,19,280,2017-11-08 07:16:34,1
162182,15,1,18,140,2017-11-07 12:05:42,0
116480,9,1,13,466,2017-11-08 06:17:35,1
311913,45,1,61,419,2017-11-08 16:01:54,1
242464,19,0,0,213,2017-11-08 12:59:50,1
54972,26,1,8,477,2017-11-09 00:11:05,0
100958,3,1,13,211,2017-11-09 01:15:28,0
345700,3,1,9,280,2017-11-09 10:40:12,0
26120,18,1,16,107,2017-11-09 00:08:03,1
104318,130,1582,21,282,2017-11-08 11:09:59,1
19813,11,1,13,469,2017-11-09 04:35:53,0
173048,19,0,0,333,2017-11-07 15:08:35,1
295409,79,1,19,213,2017-11-09 00:38:12,1
235240,35,1,13,21,2017-11-08 02:23:07,1
5323,3,1,25,480,2017-11-09 14:26:17,0
63054,35,1,13,21,2017-11-09 05:50:16,1
114816,27,1,13,153,2017-11-08 23:04:12,0
239235,9,1,22,334,2017-11-09 03:34:16,1
249058,5,1,37,113,2017-11-08 10:01:57,1
165085,19,0,24,347,2017-11-07 06:35:29,1
105429,7,1,19,101,2017-11-07 10:22:28,0
76468,12,1,15,259,2017-11-09 03:40:47,0
360238,70,0,24,243,2017-11-09 06:55:02,1
191807,15,1,12,379,2017-11-06 19:29:06,0
